,source_name,event_date,location_accuracy,landslide_category,landslide_trigger,landslide_size,fatality_count,country_name,country_code,longitude,latitude,continent
685,landslidescience,2010-05-03,50km,mudslide,downpour,2,0.0,United States,US,-83.6348,36.7411,NA
687,Global Post,2014-05-20,unknown,landslide,continuous_rain,2,2.0,China,CN,112.1686,23.8616,AS
688,newsinfo.inquirer,2011-11-16,10km,landslide,downpour,2,0.0,Philippines,PH,123.2981,8.5091,AS
689,e-pao.net,2010-06-09,50km,landslide,downpour,2,0.0,India,IN,91.2,25.8833,AS
690,reviewnepal,2010-09-08,5km,landslide,downpour,2,2.0,Nepal,NP,85.8416,27.7773,AS
691,Philippine Information Agency,2016-10-20,25km,landslide,tropical_cyclone,2,0.0,Philippines,PH,121.3267,17.5291,AS
692,en.wikipedia,2010-08-21,unknown,landslide,downpour,2,0.0,Nepal,NP,86.6444,27.2485,AS
693,Cuarto Poder,2015-05-23,10km,landslide,rain,2,0.0,Mexico,MX,-92.1124,15.0337,NA
694,AntaraNews.com,2014-01-11,25km,landslide,continuous_rain,2,0.0,Indonesia,ID,106.9272,-6.9197,AS
695,naharnet,2014-03-13,5km,landslide,downpour,2,1.0,Lebanon,LB,35.65,33.8745,AS
698,edition.cnn,2010-12-12,unknown,mudslide,downpour,2,0.0,United States,US,-122.3412,48.2357,NA
699,www.kemmerergazette.com,2013-09-12,5km,mudslide,downpour,2,0.0,United States,US,-110.1843,42.1823,NA
700,The Indian Express,2016-08-07,10km,landslide,continuous_rain,2,1.0,India,IN,75.0582,32.6987,AS
701,Daily kashmir Images,2016-06-08,5km,landslide,downpour,2,0.0,India,IN,75.3226,34.2952,AS
702,e-pao,2010-10-09,5km,landslide,downpour,2,0.0,India,IN,94.0462,25.3179,AS
704,Sky News,2016-07-17,100km,landslide,downpour,3,0.0,China,CN,109.4872,28.4314,AS
705,fresnobee,2010-12-26,exact,mudslide,rain,1,0.0,United States,US,-119.7847,36.8242,NA
706,3YB,2016-10-02,5km,landslide,rain,1,0.0,Australia,AU,143.4041,-37.8145,OC
708,mercurynews,2009-10-13,10km,complex,rain,2,0.0,United States,US,-121.6815,36.9566,NA
709,newsinfo.inquirer,2011-08-02,5km,landslide,downpour,1,0.0,Philippines,PH,121.16799999999999,14.5902,AS
710,RT,2014-01-04,250km,landslide,downpour,3,2.0,Peru,PE,-71.9165,-11.6953,SA
715,Province,2014-12-07,1km,rock_fall,rain,2,0.0,Canada,CA,-123.0023,49.3418,NA
717,heraldsun,2011-07-15,unknown,landslide,downpour,2,3.0,Nepal,NP,83.9704,27.8871,AS
718,Q13 FOX.com,2014-02-18,1km,mudslide,continuous_rain,2,0.0,United States,US,-122.37299999999999,47.2473,NA
719,www.ravallirepublic.com,2013-08-29,1km,debris_flow,downpour,2,0.0,United States,US,-114.7613,45.794,NA
722,The Daily Star,2014-05-10,10km,landslide,rain,2,0.0,Bangladesh,BD,91.7227,24.5784,AS
725,cdrc-phil,2010-10-18,25km,landslide,tropical_cyclone,2,0.0,Philippines,PH,121.2368,17.5541,AS
726,www.recordonline.com,2013-09-14,unknown,landslide,tropical_cyclone,4,1.0,Mexico,MX,-96.6045,17.1933,NA
728,SFGate,2014-12-12,25km,debris_flow,rain,1,0.0,United States,US,-118.9774,34.0615,NA
729,kuenselonline,2010-07-22,50km,landslide,downpour,2,0.0,Bhutan,BT,89.9019,27.8122,AS
731,La Prensa,2015-07-23,25km,landslide,rain,2,0.0,Nicaragua,NI,-84.77799999999999,13.7484,NA
734,Standard Digital,2012-12-29,unknown,landslide,rain,3,2.0,Kenya,KE,35.56580095,0.771483087,AF
736,VOCM,2016-10-11,5km,landslide,downpour,1,0.0,Canada,CA,-58.1315,49.0099,NA
737,antara,2010-02-15,10km,landslide,downpour,2,1.0,Indonesia,ID,107.581,-7.2708,AS
739,gazette-ariegeoise,2010-06-20,5km,landslide,downpour,2,0.0,France,FR,1.8351,42.6975,EU
742,CONRED,2015-09-27,10km,landslide,rain,2,0.0,Guatemala,GT,-90.4862,14.6277,NA
744,Class Act Media,2015-08-02,5km,landslide,downpour,1,0.0,Thailand,TH,98.2879,7.874,AS
745,kcby,2010-03-12,10km,landslide,downpour,2,0.0,United States,US,-124.2259,43.2479,NA
747,redmond-reporter,2012-01-22,5km,mudslide,downpour,2,0.0,United States,US,-122.1128,47.6045,NA
748,TDN,2009-10-31,5km,mudslide,rain,1,0.0,United States,US,-123.2331,46.1131,NA
751,myrepublica,2009-08-20,5km,landslide,continuous_rain,2,0.0,Nepal,NP,84.3075,27.9504,AS
752,Tico Times,2015-01-28,exact,landslide,continuous_rain,1,0.0,Costa Rica,CR,-83.9498,9.7962,NA
753,KSBW,2015-02-09,5km,landslide,downpour,1,0.0,United States,US,-122.1367,37.2524,NA
754,www.wenatcheeworld.com,2013-09-05,1km,mudslide,rain,1,0.0,United States,US,-120.3614,47.4289,NA
755,Pakistan Today,2016-07-27,10km,landslide,monsoon,2,2.0,Pakistan,PK,73.1983,34.166,AS
756,radiofiji,2011-01-13,50km,mudslide,downpour,1,0.0,Fiji,FJ,177.7137,-17.6195,OC
757,NBC News,2016-04-16,25km,rock_fall,earthquake,1,0.0,Japan,JP,130.8266,32.9778,AS
761,irontontribune,2010-05-03,1km,landslide,downpour,1,0.0,United States,US,-82.6347,38.5805,NA
762,macaudailytimesnews,2008-06-12,50km,mudslide,rain,2,1.0,Japan,JP,131.5241,33.2367,AS
763,colombiareports.com,2011-03-03,5km,mudslide,downpour,2,3.0,Colombia,CO,-72.9667,7.35,SA
764,vietnamnews.vnagency,2010-10-03,50km,landslide,downpour,2,0.0,Vietnam,VN,106.59299999999999,17.4468,AS
765,jamaica-gleaner,2010-04-18,5km,landslide,downpour,2,0.0,Jamaica,JM,-76.5835,17.9647,NA
766,abs-cbnnews.com,2007-10-19,25km,landslide,continuous_rain,2,5.0,Philippines,PH,120.5519,16.3183,AS
767,Nation,2016-10-01,5km,landslide,earthquake,2,0.0,Pakistan,PK,73.6558,34.9002,AS
768,Interaksyon,2014-12-29,unknown,landslide,tropical_cyclone,2,3.0,Philippines,PH,125.2236,7.6805,AS
770,ibnlive.in,2011-07-03,25km,landslide,rain,2,0.0,India,IN,75.49600000000001,34.1601,AS
772,guardianlv.com,2013-07-23,1km,mudslide,downpour,2,0.0,United States,US,-117.9722,36.1184,NA
773,china,2011-07-22,unknown,landslide,tropical_cyclone,2,0.0,Mexico,MX,-92.7704,16.1514,NA
774,maps.google.com,2010-04-06,1km,landslide,downpour,2,0.0,Brazil,BR,-43.1067,-22.9149,SA
775,articles.timesofindia,2011-06-17,5km,mudslide,downpour,3,4.0,India,IN,88.28,26.88,AS
777,santiagotimes,2009-09-08,5km,landslide,downpour,2,1.0,Chile,CL,-72.1287,-36.6203,SA
780,jamaica-gleaner,2010-04-18,5km,landslide,downpour,2,0.0,Jamaica,JM,-76.5029,18.1865,NA
781,Philippine Information Agency,2016-10-20,50km,landslide,tropical_cyclone,2,0.0,Philippines,PH,120.8036,16.7693,AS
782,columbian,2011-01-16,5km,landslide,downpour,2,0.0,United States,US,-122.0125,46.3822,NA
783,The Himalayan Times,2015-10-08,5km,landslide,rain,2,2.0,Nepal,NP,87.6017,27.2625,AS
784,eKantipur,2015-07-19,5km,landslide,continuous_rain,1,0.0,Nepal,NP,83.6117,28.2658,AS
786,Oregon Live,2016-10-14,unknown,landslide,rain,1,0.0,United States,US,-123.9047,45.5469,NA
787,PZ Actual,2015-11-05,5km,landslide,rain,2,0.0,Costa Rica,CR,-83.5565,9.3496,NA
788,english.eluniversal,2010-11-27,5km,landslide,downpour,2,0.0,Venezuela,VE,-66.815,10.4393,SA
789,thejakartapost,2010-03-16,10km,lahar,rain,2,0.0,Indonesia,ID,100.6669,-0.9813,AS
791,newcastle-news,2010-12-13,1km,landslide,downpour,2,0.0,United States,US,-122.1458,47.538999999999994,NA
792,joongangdaily.joins,2011-06-29,50km,landslide,downpour,2,1.0,South Korea,KR,127.5183,37.4138,AS
793,jamaica-star,2010-11-18,5km,landslide,downpour,2,0.0,Jamaica,JM,-76.2781,18.0445,NA
794,ibnlive.in,2011-06-01,5km,landslide,downpour,2,0.0,India,IN,76.9792,9.6326,AS
795,The Local,2015-05-05,10km,landslide,continuous_rain,1,0.0,Switzerland,CH,6.7208,46.4885,EU
796,pakistantimes,2011-03-19,5km,landslide,downpour,2,0.0,India,IN,75.1773,33.3308,AS
797,Indian Express,2016-08-02,1km,rock_fall,monsoon,2,0.0,India,IN,73.7735,19.3421,AS
799,pnwlocalnews,2010-12-12,1km,landslide,downpour,2,0.0,United States,US,-122.2337,47.5704,NA
800,metro,2011-07-25,1km,landslide,downpour,1,0.0,United Kingdom,GB,-2.8339,54.8861,EU
802,insidecostarica,2011-04-11,5km,mudslide,downpour,2,5.0,Colombia,CO,-77.3834,1.4499,SA
803,economictimes.indiatimes,2008-07-05,unknown,landslide,downpour,2,6.0,China,CN,108.02,36.04,AS
804,fijitimes,2012-01-24,5km,landslide,downpour,2,0.0,Fiji,FJ,177.5031,-18.1388,OC
805,Fox News,2007-09-22,10km,mudslide,rain,2,3.0,Guatemala,GT,-90.5316,14.6229,NA
806,heraldnet.com,2012-02-22,1km,mudslide,rain,2,0.0,United States,US,-122.3622,48.1304,NA
807,newsinfo.inquirer,2010-07-14,5km,landslide,tropical_cyclone,2,0.0,Philippines,PH,121.5082,14.0728,AS
808,reliefweb,2010-10-25,50km,landslide,tropical_cyclone,2,0.0,Honduras,HN,-85.265,15.5227,NA
811,Mercury News,2014-12-12,1km,riverbank_collapse,rain,1,0.0,United States,US,-121.9995,37.8237,NA
812,marinij,2011-03-24,1km,mudslide,downpour,1,0.0,United States,US,-122.509,37.8985,NA
814,Reuters - AlertNet.org,2007-03-21,25km,landslide,rain,2,10.0,Pakistan,PK,73.038,33.7033,AS
815,dominicanewsonline.com,2010-04-16,5km,landslide,downpour,2,0.0,Dominica,DM,-61.3124,15.3211,NA
816,trome,2015-03-24,5km,mudslide,downpour,2,0.0,Peru,PE,-76.6791,-11.9161,SA
817,Estrella de Panama,2016-05-10,1km,other,downpour,1,0.0,Panama,PA,-79.4974,9.077,NA
820,maps.google.com,2010-04-06,exact,landslide,downpour,2,0.0,Brazil,BR,-43.2491,-22.9417,SA
821,GMA News,2007-11-19,25km,landslide,tropical_cyclone,2,3.0,Philippines,PH,125.57032199999999,9.686187255,AS
822,sify.com,2010-06-16,10km,landslide,downpour,2,0.0,India,IN,88.3162,26.8073,AS
823,www.china.org.cn,2013-09-08,unknown,mudslide,rain,2,11.0,China,CN,99.3373,25.9365,AS
825,El Tiempo,2016-01-29,unknown,landslide,rain,1,0.0,Colombia,CO,-75.074,2.7664,SA
826,Indian Express,2015-03-31,25km,landslide,construction,2,4.0,India,IN,79.8102,30.6145,AS
827,Santa Fe new Mexican,2016-08-29,5km,rock_fall,downpour,2,0.0,United States,US,-105.785,35.5722,NA
828,english.cri,2010-06-02,50km,landslide,downpour,3,30.0,China,CN,110.501,22.8729,AS
830,thehimalayantimes,2010-01-10,10km,mudslide,mining,2,1.0,Nepal,NP,82.86,28.12,AS
831,Q13,2015-01-05,unknown,landslide,rain,2,0.0,United States,US,-123.8975,46.9959,NA
833,news.xinhuanet,2011-05-27,unknown,landslide,downpour,2,2.0,Sri Lanka,LK,80.3828,6.7043,AS
834,The Times Of India,2016-06-28,exact,landslide,downpour,1,0.0,India,IN,73.8976,15.3455,AS
835,Weather.com,2015-05-31,5km,mudslide,downpour,1,0.0,United States,US,-80.3132,40.7217,NA
836,thehimalayantimes,2010-08-19,5km,landslide,downpour,2,0.0,Nepal,NP,83.5983,28.3401,AS
839,Rappler,2015-08-21,10km,landslide,continuous_rain,2,0.0,Philippines,PH,120.8246,16.5132,AS
841,Bangkok Post,2014-10-05,50km,mudslide,monsoon,2,0.0,Thailand,TH,99.7283,7.8726,AS
843,google,2010-09-01,5km,landslide,downpour,3,24.0,China,CN,99.0,25.6167,AS
844,The New India Express,2015-07-06,5km,landslide,downpour,2,0.0,India,IN,79.4525,29.393,AS
846,nyasatimes,2011-04-11,unknown,landslide,rain,2,0.0,Malawi,MW,33.4318,-9.937999999999999,AF
848,asiantribune,2011-07-02,25km,landslide,downpour,2,0.0,Nepal,NP,84.094,27.9939,AS
849,tvn,2015-08-26,25km,landslide,continuous_rain,2,0.0,Panama,PA,-82.8232,8.5772,NA
851,Reuters - AlertNet.org,2007-01-11,25km,mudslide,downpour,3,24.0,Indonesia,ID,125.5401,3.5424,AS
852,theweathernetwork,2011-02-14,10km,mudslide,downpour,2,0.0,Ecuador,EC,-78.3664,-0.6273,SA
853,ZME Science,2015-12-17,unknown,landslide,mining,3,1.0,Myanmar [Burma],MM,95.5488,22.1306,AS
854,translate.google,2011-01-12,5km,landslide,downpour,2,0.0,Brazil,BR,-43.0304,-22.410999999999998,SA
855,www.9news.com,2013-06-28,25km,mudslide,downpour,2,0.0,United States,US,-105.4323,40.6784,NA
856,24,2016-05-28,25km,mudslide,downpour,2,0.0,Kyrgyzstan,KG,71.5193,40.0076,AS
857,wkyt,2010-05-03,5km,mudslide,downpour,1,0.0,United States,US,-83.1816,37.034,NA
858,STARR FM,2016-09-27,25km,rock_fall,continuous_rain,2,0.0,Ghana,GH,-0.27899999999999997,6.1699,AF
861,sunstar,2012-10-25,5km,landslide,tropical_cyclone,2,1.0,Philippines,PH,123.8332,10.2451,AS
862,gmanetwork,2012-02-20,5km,landslide,downpour,2,0.0,Philippines,PH,121.6034,14.6533,AS
863,China Daily,2007-10-10,unknown,landslide,rain,2,6.0,China,CN,117.7081,32.4792,AS
864,tribuneindia,2010-09-19,50km,landslide,downpour,2,0.0,India,IN,77.1889,31.9843,AS
865,Stourbridge News,2016-06-14,1km,landslide,downpour,2,0.0,United Kingdom,GB,-1.9953,52.5008,EU
866,seattletimes.nwsource,2011-03-13,unknown,mudslide,downpour,2,0.0,United States,US,-122.4897,46.6163,NA
867,reliefweb,2014-10-15,5km,landslide,continuous_rain,2,0.0,El Salvador,SV,-89.0401,13.5461,NA
868,Independent Television Network News,2011-01-09,5km,debris_flow,monsoon,2,0.0,Sri Lanka,LK,80.6104,7.4239,AS
869,hindustantimes,2010-06-28,5km,landslide,downpour,2,1.0,India,IN,91.885,25.5728,AS
870,english.ntdtv,2011-06-27,25km,landslide,downpour,2,0.0,China,CN,105.6975,28.5919,AS
871,gmanews,2009-10-08,10km,landslide,tropical_cyclone,2,3.0,Philippines,PH,120.8147,16.9645,AS
872,newsinfo.inquirer,2008-08-20,25km,landslide,tropical_cyclone,2,1.0,Philippines,PH,120.4525,16.9,AS
873,tribune.com,2011-02-07,25km,landslide,downpour,2,0.0,Pakistan,PK,73.673,34.2256,AS
874,The Orange County Register,2015-09-15,1km,mudslide,downpour,1,0.0,United States,US,-117.5833,33.7474,NA
875,samaa,2010-09-15,5km,landslide,rain,2,0.0,Pakistan,PK,74.7249,36.2744,AS
876,thehimalayantimes,2009-10-06,10km,landslide,downpour,2,3.0,Nepal,NP,81.3,29.2944,AS
877,tn8,2015-09-27,5km,landslide,rain,2,0.0,Nicaragua,NI,-86.6146,13.3864,NA
878,maps.google.com,2010-04-06,1km,landslide,downpour,2,0.0,Brazil,BR,-43.3147,-22.9251,SA
879,Assam Tribune,2016-04-19,1km,landslide,continuous_rain,2,0.0,India,IN,95.0243,26.7223,AS
880,maps.google.com,2010-04-06,1km,landslide,downpour,2,0.0,Brazil,BR,-43.2903,-22.9766,SA
881,Goa,2015-06-18,10km,landslide,continuous_rain,2,0.0,India,IN,73.92699999999999,15.4465,AS
882,thejakartapost,2010-07-05,50km,landslide,downpour,2,0.0,Indonesia,ID,103.1797,-4.3256,AS
883,allafrica.com,2011-08-10,25km,mudslide,downpour,2,7.0,Uganda,UG,33.8306,3.9081,AF
884,Vancouver Sun,2016-09-29,10km,landslide,rain,2,0.0,Canada,CA,-121.859,50.8267,NA
886,deccanchronicle,2010-05-27,50km,landslide,rain,2,0.0,India,IN,77.6001,34.5628,AS
887,monstersandcritics,2011-01-29,10km,complex,tropical_cyclone,2,0.0,New Zealand,NZ,175.0955,-36.7929,OC
888,apakistannews,2009-12-17,unknown,mudslide,downpour,2,1.0,Argentina,AR,-68.844,-32.8902,SA
890,Republica,2014-07-20,unknown,landslide,rain,1,0.0,Nepal,NP,82.2873,28.8389,AS
891,myRepublica,2014-08-26,10km,landslide,continuous_rain,2,1.0,Nepal,NP,83.8734,28.0989,AS
892,guardian,2012-06-25,5km,landslide,downpour,4,32.0,Uganda,UG,34.3317,1.0101,AF
893,eKantipur,2014-08-25,5km,riverbank_collapse,downpour,1,3.0,Nepal,NP,83.9557,28.2134,AS
894,www.ksl.com,2013-09-11,10km,rock_fall,downpour,2,0.0,United States,US,-111.1673,39.5459,NA
895,sanluisobispo,2010-02-27,1km,landslide,downpour,1,0.0,United States,US,-121.1045,35.5662,NA
896,The Express Tribune,2015-12-03,5km,landslide,downpour,3,18.0,Indonesia,ID,101.9801,-3.0414,AS
897,Trib Live,2014-05-13,1km,landslide,rain,1,0.0,United States,US,-80.0017,40.4301,NA
900,The Daily Mail,2014-05-15,5km,landslide,rain,2,0.0,United States,US,-74.4086,42.1633,NA
901,First Post,2015-06-09,5km,landslide,continuous_rain,2,2.0,India,IN,93.816,27.0987,AS
902,National Weather Service,2014-12-12,5km,debris_flow,downpour,2,0.0,United States,US,-118.9801,34.1965,NA
904,seattletimes.nwsource,2011-03-18,10km,mudslide,downpour,2,0.0,United States,US,-122.2987,47.9231,NA
905,english.vietnamnet.vn,2013-08-23,50km,landslide,downpour,2,0.0,Vietnam,VN,103.3984,21.5782,AS
907,dawn,2011-03-28,5km,landslide,downpour,2,0.0,Pakistan,PK,72.1934,36.2225,AS
909,Daily Times,2010-03-14,5km,landslide,rain,1,0.0,United States,US,-91.28399999999999,40.635,NA
910,Action News Now,2016-03-12,5km,rock_fall,rain,2,0.0,United States,US,-121.4519,39.7958,NA
911,www.nst.com.my,2013-12-05,1km,landslide,rain,1,0.0,Malaysia,MY,100.2975,5.4429,AS
912,monstersandcritics,2010-10-11,5km,mudslide,downpour,2,1.0,Thailand,TH,102.2681,12.1143,AS
914,The Weather Channel,2016-01-06,25km,debris_flow,rain,2,0.0,United States,US,-119.0169,34.2157,NA
915,myRepublica,2014-08-14,25km,landslide,monsoon,2,0.0,Nepal,NP,85.0058,28.3466,AS
916,Lake County News,2014-12-11,25km,landslide,downpour,1,0.0,United States,US,-122.8275,38.9608,NA
920,en.apa,2010-04-01,25km,landslide,downpour,2,3.0,India,IN,93.02799999999999,25.1553,AS
921,CBC News,2015-09-21,5km,landslide,downpour,2,0.0,Canada,CA,-122.6205,50.479,NA
923,contracostatimes,2011-03-16,5km,complex,downpour,2,0.0,United States,US,-121.8963,36.3777,NA
924,poststar.com,2011-05-15,25km,mudslide,downpour,1,0.0,United States,US,-73.5977,43.6128,NA
926,YouTube,2013-05-29,exact,landslide,downpour,1,0.0,United States,US,-91.411,39.9141,NA
927,hindustantimes,2011-08-10,50km,landslide,rain,2,0.0,India,IN,78.3041,30.2828,AS
928,latino.foxnews,2012-05-15,5km,landslide,downpour,2,1.0,Guatemala,GT,-90.9778,15.5238,NA
930,KHON,2015-02-14,1km,landslide,rain,2,0.0,United States,US,-157.8224,21.4007,NA
931,The Express Tribune,2016-03-20,5km,landslide,downpour,2,3.0,Pakistan,PK,73.202,34.3331,AS
932,print.dailymirror,2011-02-23,5km,landslide,downpour,2,0.0,Sri Lanka,LK,81.0333,6.9167,AS
934,hindustantimes,2010-06-25,5km,landslide,downpour,2,0.0,India,IN,72.8703,19.069000000000003,AS
935,newsinfo.inquirer,2008-05-18,25km,landslide,tropical_cyclone,2,12.0,Philippines,PH,120.83200000000001,16.4956,AS
936,Sun Star Cebu,2014-01-20,50km,landslide,tropical_cyclone,2,0.0,Philippines,PH,123.8937,10.6235,AS
937,www.lehighvalleylive.com,2013-03-12,1km,landslide,downpour,2,0.0,United States,US,-75.23100000000001,40.6634,NA
938,New Straits Times,2015-07-31,1km,mudslide,downpour,1,0.0,Malaysia,MY,100.249,5.2923,AS
940,ibnlive.in,2011-07-09,25km,landslide,downpour,2,0.0,India,IN,79.4929,30.7412,AS
941,onelocalnews,2008-07-28,50km,landslide,tropical_cyclone,2,1.0,Taiwan,TW,121.56,24.0,AS
943,Malay Mail Online,2014-10-01,1km,landslide,downpour,1,0.0,Malaysia,MY,101.6757,3.1797,AS
947,laht,2010-01-10,25km,mudslide,rain,2,3.0,Ecuador,EC,-78.7833,-0.4167,SA
948,stonington.patch.com,2013-06-07,1km,mudslide,tropical_cyclone,1,0.0,United States,US,-71.9558,41.386,NA
951,The Regional Newspaper Mindanao Examiner,2014-01-19,1km,riverbank_collapse,tropical_cyclone,2,0.0,Philippines,PH,125.9825,9.2424,AS
952,staradvertiser,2011-02-24,1km,mudslide,downpour,1,0.0,United States,US,-157.7724,21.3825,NA
953,SFGate,2014-12-19,5km,landslide,continuous_rain,1,0.0,United States,US,-122.691,37.9327,NA
954,wtov9,2011-03-09,5km,landslide,downpour,1,0.0,United States,US,-80.5432,40.1854,NA
955,whittierdailynews,2010-12-22,1km,mudslide,downpour,1,0.0,United States,US,-117.9587,33.9511,NA
958,jamaicaobserver,2010-08-11,10km,complex,downpour,2,0.0,Jamaica,JM,-76.811,18.125999999999998,NA
959,genevalunch.com,2011-09-03,1km,landslide,rain,2,0.0,Switzerland,CH,7.2083,45.9547,EU
960,philstar,2012-02-12,5km,landslide,continuous_rain,2,0.0,Philippines,PH,123.7465,13.3125,AS
961,adnkronos,2011-03-01,unknown,mudslide,downpour,2,1.0,Italy,IT,16.1928,39.0177,EU
964,boston,2012-09-09,unknown,landslide,downpour,3,16.0,Vietnam,VN,104.5658,21.8777,AS
965,UPI,2009-04-24,5km,mudslide,downpour,3,1.0,Colombia,CO,-75.4428,8.9475,SA
966,kitv,2009-03-21,1km,mudslide,rain,1,0.0,United States,US,-156.1166,20.81,NA
967,www.chinapost.com.tw,2013-09-07,unknown,landslide,earthquake,3,0.0,Guatemala,GT,-92.0335,14.7254,NA
968,newsinfo.inquirer,2009-09-26,50km,landslide,tropical_cyclone,2,1.0,Philippines,PH,120.5204,16.5702,AS
969,mercurynews,2010-01-22,1km,mudslide,downpour,1,0.0,United States,US,-112.1327,34.1933,NA
970,colombiareports.com,2011-05-03,10km,complex,downpour,2,2.0,Colombia,CO,-73.4832,5.5002,SA
971,google,2009-09-23,10km,landslide,downpour,2,3.0,Turkey,TR,41.6822,41.3639,AS
973,youtube,2011-07-13,unknown,landslide,downpour,2,0.0,China,CN,101.0106,30.081,AS
975,kypost,2011-04-21,1km,landslide,downpour,2,0.0,United States,US,-84.4833,39.0456,NA
976,news.xinhuanet,2010-10-05,5km,mudslide,downpour,2,0.0,China,CN,106.8514,28.3201,AS
979,news.xinhuanet,2010-09-26,25km,landslide,downpour,2,0.0,China,CN,109.1974,28.1581,AS
981,Times of India,2014-08-03,25km,landslide,continuous_rain,1,0.0,India,IN,83.6299,19.1497,AS
982,theforeigner.no,2011-01-17,25km,complex,snowfall_snowmelt,2,0.0,Norway,NO,6.45,61.5666,EU
983,rawstory.com,2009-04-14,5km,mudslide,downpour,2,12.0,Peru,PE,-77.5239,-7.9589,SA
984,Deccan Chronicle,2014-09-06,1km,landslide,rain,2,5.0,India,IN,75.137,32.8468,AS
987,GMA News,2014-07-08,25km,landslide,tropical_cyclone,1,0.0,Philippines,PH,122.1001,11.5735,AS
990,en.rian,2010-03-12,5km,landslide,rain,2,0.0,Russia,RU,47.1188,42.8214,EU
991,sunnewsonline.com,2013-09-04,1km,mudslide,downpour,2,8.0,Nigeria,NG,8.359,4.9626,AF
994,times,2012-01-17,5km,landslide,downpour,2,1.0,Swaziland,SZ,31.141,-26.3402,AF
996,thejakartapost,2010-08-25,50km,landslide,downpour,2,3.0,Indonesia,ID,107.1749,-6.892,AS
997,NDTV (New Delhi Television Limited),2016-06-30,1km,mudslide,monsoon,3,0.0,India,IN,80.2565,29.8002,AS
998,fijivillage,2010-04-08,10km,landslide,downpour,2,0.0,Fiji,FJ,178.2168,-17.5608,OC
1001,All Africa,2015-12-14,50km,landslide,rain,2,0.0,Kenya,KE,34.7222,0.0482,AF
1002,KGW.com News Channel 8 Portland,2014-03-06,1km,landslide,downpour,2,0.0,United States,US,-123.9039,45.01,NA
1003,Charleston Gazette,2015-03-04,50km,mudslide,rain,2,0.0,United States,US,-81.969,37.8356,NA
1006,q13,2016-10-18,5km,mudslide,rain,1,0.0,United States,US,-122.2625,47.266999999999996,NA
1007,maya-paradise.blogspot,2010-08-28,5km,landslide,downpour,2,0.0,Guatemala,GT,-90.5885,14.6257,NA
1009,laht,2011-04-23,5km,landslide,rain,2,0.0,Colombia,CO,-76.1551,6.7425,SA
1010,www.ekantipur.com,2013-09-03,5km,landslide,downpour,2,0.0,Nepal,NP,83.2266,28.2399,AS
1011,www.thejakartaglobe.com,2013-02-06,50km,landslide,rain,3,1.0,Indonesia,ID,109.0605,-7.2337,AS
1012,denver.cbslocal.com,2013-07-01,5km,mudslide,downpour,2,0.0,United States,US,-104.917,38.8634,NA
1013,sundayvision,2010-03-05,25km,landslide,downpour,2,3.0,Uganda,UG,29.6667,-1.1667,AF
1014,Geo.tv,2016-03-20,25km,landslide,downpour,2,2.0,Pakistan,PK,71.7854,36.2063,AS
1015,Tribune,2015-04-23,5km,landslide,continuous_rain,1,2.0,Pakistan,PK,70.1048,33.8996,AS
1016,vvdailypress,2010-02-18,1km,mudslide,rain,1,0.0,United States,US,-117.8056,34.0682,NA
1018,halifaxcourier,2010-10-03,1km,mudslide,downpour,1,0.0,United Kingdom,GB,-2.0992,53.6865,EU
1019,www.theage.com.au,2013-08-23,25km,landslide,rain,2,0.0,Australia,AU,147.2871,-36.8642,OC
1020,Columbian,2011-02-13,5km,landslide,downpour,1,0.0,United States,US,-122.7038422,45.68818457,NA
